file,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,label
LEEC05__0__20161210_192400_aa_c1_v1.png,0,0.65352196,0,0.70142126,1.0906415,0.05889509,0.7797528,0,0,1.1933964,0,0.8800572,0,0,0.9809987,0.73034465,0.72751176,0.060983963,0,0.43943062,1.2683722,2.69876,0.5969184,0.6544335,0.4821757,0.05219437,0.35457474,0.46865934,0.73060197,0.4098072,0.52259594,0.6143653,0,0.35944295,0.40482682,0.13238569,0.7479667,2.1419823,0.024996549,0,0.90741324,0.07500204,0.6378065,1.1674037,0,0.60032123,1.291245,0,0.10644847,0,0,0,0.065641746,0,0,0.021439658,0,0,0.8358388,0.6939256,0,0.4115615,0,0.103680715,0,1.0016216,0,1.4936205,0,0.15125675,0,1.0207537,0.027972369,0,0.4205396,0,1.0711937,0,0,0.16453381,0.84573156,0.30004203,0,0.53038377,0,0,0,0.73282737,0,0.29397294,0,0,0.70880765,0.09594097,0,0.75419503,0,0.21265993,0.97993916,0,0.53579074,0,0,0.9948983,0,1.8170882,0,0,0.28977028,0.010576149,0,0.15745719,0,2.2741423,0,0,0,0.7171905,0.33963555,1.143195,0,0,0,0,0.0074839527,0,1.6620525,0,phys_cuvi
LEEC05__0__20161210_192400_aa_c1_v2.png,0,0.68551445,0,0.7243659,1.0438318,0.12271563,0.7903545,0,0,1.1947098,0,0.8665848,0,0,1.0372299,0.71572036,0.708727,0.048988827,0.03024142,0.45768207,1.2328084,2.6968133,0.5860269,0.638685,0.47519138,0.08248617,0.4011864,0.4432537,0.71770644,0.41222614,0.5592558,0.5763131,0,0.36091438,0.3959284,0.17595415,0.75746083,2.1160853,0.061566055,0,0.93085766,0.12628293,0.6191423,1.1420273,0,0.6034945,1.2623236,0,0.12833172,0,0,0,0.08830124,0,0,0.036871094,0,0,0.81749916,0.7118121,0.035730414,0.4409976,0,0.12356047,0,0.9537889,0,1.3979771,0,0.153971,0,1.0393145,0.031116148,0,0.4165217,0,1.0208838,0,0,0.19451272,0.8258587,0.3485381,0,0.5267034,0,0,0,0.7555259,0,0.29585758,0.04542371,0,0.68012786,0.11493745,0,0.764299,0,0.22010121,0.93887305,0,0.50988054,0,0,0.9464891,0,1.8266156,0,0,0.31321776,0.0919477,0,0.16296487,0,2.2579527,0,0,0,0.73178786,0.34041566,1.1189266,0,0.02659377,0,0,0,0,1.627884,0,phys_cuvi
LEEC05__0__20161211_192400_aa_c0_v0.png,0,0.84174645,0.10396601,0.33211428,0.66281724,0.23131572,0.83903223,0,0,1.0060099,0,0.7893534,0,0,1.1118125,0.75465983,0.470485,0,0.23202172,0.6329655,0.9693268,2.5686395,0.4790828,0.56971353,0.40705684,0.13699861,0.82589173,0.42291722,0.6277658,0.2128634,0.4791429,0.5223342,0,0.5629448,0.2843517,0.3923162,0.5967106,1.8534461,0.26564044,0,0.82065344,0.17387348,0.5858175,1.1082277,0,0.47090644,0.8223378,0,0.08063412,0,0,0,0.14966609,0.113563634,0.11311225,0.20513308,0,0,0.5041092,0.5469616,0.072124235,0.57392,0,0.27094752,0.08343644,0.5652003,0,1.2147212,0,0.29276198,0,1.1201099,0.1257571,0,0.38420394,0,0.99393284,0,0,0.3294488,0.7218331,0.55122805,0,0.3273613,0,0,0,0.9322296,0,0.5554334,0.22516097,0.0049126027,0.47605872,0.36015108,0,0.6655343,0,0.2008008,0.81702375,0,0.43816906,0,0,0.62205094,0,1.8085022,0,0,0.37134004,0.1526729,0,0.39742777,0,2.1290262,0,0,0,0.60424745,0.3038872,0.9350893,0,0.18245468,0,0,0.021981977,0,1.3871812,0,phys_cuvi
LEEC05__0__20161211_192400_aa_c0_v1.png,0,0.8417692,0.103983395,0.3320989,0.6627727,0.23135422,0.83903587,0,0,1.0059938,0,0.78934056,0,0,1.1118329,0.75466216,0.4704703,0,0.23205593,0.6329909,0.96930003,2.568634,0.47907126,0.5697023,0.40704587,0.13701843,0.8259282,0.42290458,0.6277517,0.21284422,0.47914946,0.5223189,0,0.5629632,0.28434062,0.3923469,0.59670365,1.8534216,0.2656562,0,0.8206489,0.17388779,0.5858092,1.1082017,0,0.47088534,0.82230026,0,0.080646515,0,0,0,0.14969003,0.11361612,0.113133766,0.20516124,0,0,0.5040815,0.5469416,0.07214119,0.5739405,0,0.2709583,0.08347191,0.5651686,0,1.2146739,0,0.29277292,0,1.1201147,0.12578079,0,0.3842043,0,0.99390674,0,0,0.32946464,0.72180843,0.5512582,0,0.32734954,0,0,0,0.9322452,0,0.55545664,0.22519206,0.004921126,0.47603518,0.36016676,0,0.6655453,0,0.20081177,0.81699353,0,0.43815553,0,0,0.6220116,0,1.8084974,0,0,0.37135682,0.15270115,0,0.3974406,0,2.1290088,0,0,0,0.6042413,0.30388135,0.9350547,0,0.18247312,0,0,0.021980725,0,1.3871433,0,phys_cuvi
LEEC05__0__20161211_192400_aa_c0_v2.png,0,0.78880155,0.05429841,0.32459447,0.7425869,0.2131512,0.8059468,0,0,0.9831268,0,0.83115023,0,0,1.0333985,0.7788444,0.45477402,0.015823966,0.22634178,0.600279,1.024882,2.489153,0.49689537,0.6164519,0.4246975,0.13116571,0.68428135,0.4361222,0.5807779,0.2499415,0.4874406,0.51946133,0,0.5314322,0.306185,0.28866598,0.5715764,1.7634729,0.18616351,0,0.8244407,0.11620953,0.603652,1.1333971,0,0.42957774,0.9143505,0,0.07965225,0,0,0,0.08098665,0.11178587,0.080178596,0.24515265,0,0,0.54479,0.56708807,0.058063455,0.562839,0,0.23488753,0.08748562,0.65007126,0,1.283004,0,0.26377478,0,1.0383456,0.1709903,0,0.38491306,0,0.9964151,0,0,0.24311431,0.75864124,0.4218243,0,0.3354655,0,0,0,0.8494116,0,0.5236486,0.17287393,0.0076436875,0.59332,0.26971057,0,0.6442582,0,0.16661212,0.8660439,0,0.4489399,0,0,0.6684369,0,1.7583585,0,0,0.33337995,0.061394177,0,0.3276582,0,2.0882902,0,0,0,0.6009309,0.25544593,0.91287714,0,0.116294324,0,0,0.013090455,0,1.3924599,0,phys_cuvi
LEEC05__0__20161212_064400_aa_c0_v0.png,0,1.4437643,0.7768829,0.37420702,0,1.8318986,0.7116101,0.0024028067,0,0.77423286,0,0.65339744,0,0,1.8272394,0.89032,0.5170566,0.46604735,1.1842327,1.2550173,0.6188423,2.7056534,0.31784606,0.38361967,0.076380044,0.9202845,1.5112559,0.021425175,0,0,0.7447282,0.1380709,0,1.2428472,0,1.0577329,0.66666055,1.6978256,0.61025953,0,0.89365095,0.3960373,0.33003262,0.31995198,0,0,0.18046203,0,0.2371735,0,0,0,1.1482725,1.878711,0.69421667,1.24861,0,0,0.01709413,0.08842561,0.66512567,0.88157684,0,0.62917846,1.1210022,0.21883455,0,0,0,0.1633742,0,1.0008152,0.7133368,0,0.1319975,0,0.16644536,0,0,0.8199417,0,1.5316848,0,0.4509039,0,0,0.23353137,0.9786199,0,1.2772855,1.0245078,0.34974325,0.029405314,0.2408785,0,1.3418016,0.10095925,0.6476818,0,0,0.06072755,0,0,0,0.23969539,1.5002325,0,0,0.90899587,0.9368392,0,0.54615176,0,1.9460495,0.20019409,0,0,0.7431883,0.13382672,0,0,0.50221455,0,0,0,0,0.2019345,0,vire_chiv
LEEC05__0__20161212_191600_aa_c1_v0.png,0,0.88668096,0.25312003,0.54658264,0.47695342,0.65271014,0.78282493,0,0,1.0507562,0,0.7269417,0,0,1.3401343,0.76818913,0.5183038,0.05018217,0.41851613,0.69141436,0.8624232,2.5012367,0.41841885,0.43947566,0.2583203,0.32303545,0.8912284,0.3602567,0.3785962,0.16415974,0.50327355,0.3436097,0,0.63197225,0.14479882,0.51026314,0.6834908,1.7976371,0.32925156,0,0.882879,0.28578588,0.46063113,0.8889616,0,0.3781524,0.65799046,0,0.16157985,0,0,0,0.39345053,0.4736475,0.2913042,0.37580833,0,0,0.44282162,0.5036598,0.24995995,0.493209,0,0.323861,0.22378752,0.5151334,0,0.78595376,0,0.23770724,0,1.0750728,0.16496383,0,0.27354756,0,0.7121968,0,0,0.5213923,0.44617727,0.8133383,0,0.38962364,0,0,0,0.8406302,0,0.6571134,0.36493376,0.1092252,0.35123968,0.26396182,0,0.8176943,0,0.24384043,0.4486097,0,0.2833618,0,0,0.35486624,0,1.6284436,0,0,0.4787589,0.40128067,0,0.32699296,0,2.0084772,0,0,0,0.68956125,0.25135362,0.6616626,0,0.22114478,0,0,0,0,1.0830755,0,phys_cuvi
LEEC05__0__20161212_200900_aa_c0_v0.png,0,0.5190751,0,0.7895034,1.2241884,0,0.79525834,0,0,1.2821305,0,0.9329246,0,0,0.9302919,0.76760846,0.7890744,0.022261744,0.01767469,0.3993034,1.2332877,2.6760314,0.43545824,0.570936,0.32754678,0.0380425,0.2240299,0.5645413,0.65074223,0.35813323,0.4810847,0.52304435,0,0.28213945,0.4972978,0.015501169,0.7939809,2.2435577,0,0,0.8681454,0.049836867,0.5415939,1.3211358,0,0.5603828,1.3581506,0,0.115614355,0,0,0,0.027261509,0,0,0,0,0,1.0406327,0.8359937,0,0.25547677,0,0.10492776,0,1.0323414,0,1.6642833,0,0.050447296,0,1.0716795,0.067309305,0,0.3792465,0,1.0958462,0,0,0.017904218,0.826371,0.2301041,0,0.5465844,0,0,0,0.5941033,0,0.23322384,0,0,0.9032095,0,0,0.72349435,0,0.13103673,0.9988021,0,0.49895096,0,0,1.0226477,0,1.7010031,0,0,0.210583,0,0,0.11200888,0,2.3235786,0,0,0,0.72671753,0.24371357,1.169469,0,0,0,0,0,0,1.6672922,0,phys_cuvi
LEEC05__0__20161215_204600_aa_c0_v0.png,0,0.67845273,0.021553978,0.22856712,0.75838757,0,0.8307885,0,0,0.98478895,0,0.7361488,0,0,0.7923775,0.68551356,0.48641226,0.07921872,0.11840186,0.49804375,1.0408317,2.3685234,0.38356256,0.50920457,0.38153967,0.061184168,0.71145797,0.39117718,0.8063438,0.22485802,0.3925498,0.5001575,0,0.50991315,0.38011122,0.2899014,0.52850723,1.8399019,0.18212366,0,0.71814275,0.09417697,0.556091,1.189271,0,0.5148894,0.859228,0,0.13616812,0,0,0,0.0487418,0,0.0032009277,0.117009886,0,0,0.5681101,0.5197067,0,0.49806157,0,0.21580611,0.0292976,0.6082275,0,1.3916737,0,0.20456472,0,1.1122574,0.21053648,0,0.5064238,0,1.0425397,0,0,0.18454579,0.81076646,0.44034088,0,0.2597676,0,0,0,0.8887163,0,0.38649306,0.04414036,0,0.5912764,0.44461957,0,0.5883557,0,0.25125614,0.9393391,0,0.49639887,0,0,0.7427555,0,1.753539,0,0,0.38007998,0.06330981,0,0.29015073,0,2.0345147,0,0,0,0.6414334,0.296435,1.021451,0,0.09818597,0,0,0.06566771,0,1.461,0,phys_cuvi
LEEC05__0__20161215_204600_aa_c0_v1.png,0,0.6784589,0.021562614,0.22855741,0.7583688,0,0.83078986,0,0,0.98478425,0,0.7361453,0,0,0.79238516,0.6855176,0.48640645,0.07922239,0.11841501,0.49805355,1.0408235,2.368518,0.3835597,0.5092024,0.381537,0.061190322,0.7114778,0.39117283,0.806337,0.22485054,0.39254797,0.50014764,0,0.50992525,0.3801036,0.28991342,0.5285024,1.8398901,0.18213484,0,0.7181425,0.094181366,0.5560901,1.1892622,0,0.51488024,0.8592092,0,0.13616961,0,0,0,0.048752602,0,0.0032136235,0.11702339,0,0,0.56809646,0.5196989,0,0.49806985,0,0.21581183,0.02930742,0.60821253,0,1.3916557,0,0.2045707,0,1.1122601,0.21054468,0,0.50642276,0,1.042531,0,0,0.18455742,0.81075764,0.44035462,0,0.25976366,0,0,0,0.88872373,0,0.38650528,0.044151507,0,0.59126294,0.4446272,0,0.5883548,0,0.25126,0.9393251,0,0.4963923,0,0,0.74273825,0,1.7535349,0,0,0.38008526,0.06331768,0,0.29015645,0,2.034505,0,0,0,0.64143056,0.29643536,1.021433,0,0.09819296,0,0,0.06566324,0,1.4609829,0,phys_cuvi
