BIC2,BIC3,BIC4,BIC7,BIC8,BIC9,BIC10,BIC11,BIC12,BIC13,BIC19,BIC25,BIC29,BIC41,BIC45,BIC53,BIC57,BIC61,BIC65,BIC66,BIC67,BIC68,BIC71,BIC72,BIC73,BIC74,BIC75,BIC76,BIC77,BIC82,BIC89,BIC93,BIC109,GLCM1,GLCM2,GLCM3,GLCM4,GLCM5,GLCM6,GLCM7,GLCM8,GLCM9,GLCM10,GLCM11,GLCM12,GLCM13,GLCM14,GLCM15,GLCM16,GLCM17,GLCM18,GLCM19,GLCM20,GLCM21,GLCM22,GLCM23,GLCM24,GLCM25,GLCM26,GLCM27,GLCM28,GLCM29,GLCM30,GLCM31,GLCM32,GLCM33,GLCM34,GLCM35,GLCM36,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,GFCC1,GFCC2,GFCC3,GFCC4,GFCC5,GFCC6,GFCC7,GFCC8,GFCC9,GFCC10,GFCC11,GFCC12,GFCC13,GFCC14,GFCC15,GFCC16,LPC2,LPC3,LPC4,LPC5,LPC6,LPC7,LPC8,LPC9,LPC10,LPC11,MEL1,MEL2,MEL3,MEL4,MEL5,MEL6,MEL7,MEL8,MEL9,MEL10,MEL11,MEL12,MEL13,MEL14,MEL15,MEL16,ASA,BGN,SNR,AA,NAA,Ht,Hs,H,A,B,NDSI,ACI,H',M,MBA,TARGET_
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,0.01177432,-0.649364711,-0.50653579,-0.038313365,1.603350075,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,2.456970315,-0.296356882,-0.634083763,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.09140878,0.695958174,0.264555494,-0.010868971,0.257045481,-0.167670263,-0.095728915,0.71159272,-1.205646805,0.098979832,0.210459275,-0.132317701,-0.117387837,0.731156506,-1.249851616,0.13910336,0.153696006,-0.139310284,-0.098006686,0.710529136,1.398061971,-0.034273146,0.167711063,-0.192667428,-0.112380703,0.716576018,1.482994753,-0.025034733,0.179647904,-0.225502913,-0.111822752,0.714014688,1.186187924,-0.024422857,0.18904246,-0.225695108,-0.879370736,-0.589566023,0.431693071,0.970257943,0.085138669,-0.504609117,0.152240186,-0.576364594,-0.002320051,0.178152437,0.638549753,0.509630048,0.87301381,-0.17350518,-0.68949476,-1.157243852,-0.828457783,-0.687331641,0.156843819,0.317246764,0.680899197,-0.539969262,-0.895420805,0.67193688,-0.095083297,-1.337636576,0.934690634,-0.039784185,-1.31049107,-0.428501277,0.317279784,0.406690041,-0.085613816,-0.045797607,-0.014903915,0.009452247,0.022531965,0.008663388,0.044261284,-0.031357152,0.045656329,0.028003177,-0.139426233,-0.253945436,-0.196165419,-0.014234516,-0.184328967,-0.496553835,-0.541702196,-0.626065739,-0.684611663,-0.101580226,-0.824936162,-1.065128479,-1.084182048,-0.794360894,-0.304382665,-0.477224376,-2.799830559,-2.680041306,0.659026738,-0.84326351,-0.199715341,-0.10056184,-1.193537874,-0.927283862,-0.390449196,0.794022296,0.498961905,0.519423882,0.719881391,-2.879545773,-0.418863441,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,1.72327466,-0.649364711,-0.50653579,-0.038313365,-0.400911415,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,2.091824797,-0.313265656,-0.634083763,-0.021605866,-0.066233968,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.040369596,0.106606357,-0.688395067,-0.08760896,0.075092544,-0.07333632,-0.042205345,0.109573265,-1.837701557,-0.093979995,0.113523984,-0.002298322,-0.062598024,0.131617914,-1.803806456,-0.030911858,0.087949085,-0.056405701,-0.04692251,0.13909067,1.926027046,-0.112079679,-0.032675417,-0.130069242,-0.0599709,0.150344868,3.088910077,-0.107470143,-0.074773216,-0.145318308,-0.059073548,0.152718686,2.792310629,-0.106870368,-0.082882344,-0.161224949,0.317761448,-1.591190961,1.668380693,0.188134964,-0.20596619,-1.007799842,-0.550451928,-0.633401916,-0.520078952,-0.347893057,-0.218005951,-0.006768208,0.684812613,0.802807532,0.63563839,0.60452156,0.461325022,-1.375987935,-0.779886828,-0.319133646,1.210580018,-0.028851535,-2.15669398,-1.17063859,0.087810698,-0.832479386,-2.460443402,-1.221469055,0.870663901,0.97556639,0.236713555,-0.028508193,0.056472804,-0.064101899,-0.085279853,0.005218962,0.076999486,0.008174752,0.008667358,-0.014346966,0.04720564,-0.0188686,-0.020132872,0.031425411,0.121651205,0.133789173,-0.072893623,-0.226462896,0.021901205,0.501906679,0.869873931,0.200829161,-0.268575456,-0.540469922,-0.942168658,-0.662899635,0.127160347,1.813602004,-2.134338668,-2.019621192,0.590688625,-0.754928772,1.244750493,0.594205662,-0.624199694,-0.234331296,-0.721856681,1.13415595,0.866946705,-0.589241919,0.365392641,-2.21967754,0.13551795,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,-0.662196074,-0.649364711,-0.50653579,-0.038313365,2.381309171,-0.020956487,-0.021717592,-0.185966631,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,1.116112303,0.786038444,-0.481651509,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.09140878,0.697555334,0.929449802,-0.010868971,0.275240774,-0.136225615,-0.095728915,0.720686669,-0.70490083,0.098979832,0.217915836,-0.116065279,-0.08999293,0.727282266,-0.97588971,0.224110969,0.176454556,-0.122729367,-0.072464598,0.687403831,0.702169972,0.004630121,0.289293871,-0.161368335,-0.086175802,0.694857891,0.677224059,-0.025034733,0.242647419,-0.17739215,-0.085448151,0.697819997,0.694106103,-0.024422857,0.259451561,-0.145107409,-0.647547031,-0.280472346,0.300483271,0.274355623,-0.450416192,-0.375343367,0.644473049,-0.201156103,-0.045714591,-0.394363351,-0.06237017,0.223199794,1.231966673,0.761758226,-0.001426056,-0.65269729,-0.623513301,-1.091572075,-0.459860608,0.809691847,-1.718937779,-0.15684882,0.341503172,-2.085963999,0.951176388,1.607139079,-1.166959638,0.639950841,-0.439462935,-0.63838171,0.958045312,-1.40956552,-0.0383258,-0.044942483,-0.094741692,-0.029463343,0.10178242,0.054581005,0.006547678,-0.005011756,0.02480433,0.008103942,0.270132899,-0.062611773,-0.364878552,-0.576357272,-0.665004535,-0.558498258,-0.58533501,-0.345071782,-0.139016754,-0.347844537,-0.360238917,-0.333327112,-0.695336476,-0.754993591,-0.363713591,-0.420490308,-2.580007873,-2.653917061,0.539700531,-0.766974418,0.734939022,0.119683384,-0.918668566,-0.650820442,-0.58245854,1.501058318,0.743524519,0.251015612,-0.00617978,-2.657175289,0.13833097,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,-0.539589005,-0.639496739,-0.50653579,-0.038313365,2.237743948,-0.020956487,-0.021717592,-0.211248402,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,-0.416296853,0.199668467,-0.624551102,-0.021605866,1.776346608,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.142447963,0.688463811,-0.377907978,-0.125978954,0.175166659,-0.246281882,-0.1224907,0.722747965,-1.037226288,-0.093979995,0.08618326,-0.197327391,-0.144782744,0.742294945,-0.882700591,-0.030911858,0.034845802,-0.222214867,-0.123548774,0.696775665,1.157733601,-0.112079679,0.12718346,-0.286564706,-0.138585604,0.711656442,1.106234865,-0.107470143,0.097263922,-0.321724438,-0.138197354,0.713174964,0.934254459,-0.106870368,0.067647458,-0.306282808,-0.159228253,0.479029147,0.210208883,-0.343223888,-1.156745332,-1.078366028,0.382595989,-0.030460887,0.023633002,-0.851771542,-1.153991768,-0.800428846,1.023687218,1.299061485,0.833862729,0.240380907,-0.10794192,-0.600942686,1.496878506,-0.359874876,1.196230666,-1.798253075,1.132177639,-1.045825083,1.889250587,-2.024604025,1.556803025,-1.175663641,2.30134162,-0.110455911,1.223323982,-1.462446702,0.127100881,0.015406828,-0.100760623,-0.03924321,-0.009503606,0.034153437,-0.014427722,0.030426832,0.010234707,0.025719408,-0.240359731,-0.433780306,-0.40353362,-0.414661925,-0.384296686,-0.26190158,-0.218143739,0.449483885,0.944408755,0.098590154,0.436086779,0.597932366,-0.386689738,-0.514406852,-0.24044017,-0.42471984,-2.164312161,-2.331632088,1.841105895,-0.721200962,0.989844757,-0.576359222,-1.681068439,-1.398329361,-0.698549016,0.778699789,0.830055145,-0.658898771,0.862415244,-2.397479655,1.401521356,0
-3.50E-09,-0.081612643,-0.049652625,-0.244453664,-0.168303015,0.60631373,0.55460615,-0.488590401,-0.038313365,-0.491002648,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,1.73638916,-0.125665759,17.53482355,-0.604916733,-0.416296853,-0.476728686,-0.634083763,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.142447963,-1.042856976,-1.034771494,-0.279458932,-0.654993613,-0.167670263,-0.149252485,-1.051784709,-1.086771618,-0.351259763,-0.619704504,-0.213579813,-0.144782744,-1.056320831,-1.431013501,-0.370942294,-0.599864865,-0.238795784,-0.149090862,-1.011210703,1.177676817,-0.267692746,-0.744159997,-0.145718789,-0.138585604,-0.99915596,3.463183306,-0.272340964,-0.760498711,-0.129281388,-0.138197354,-0.998663881,2.841593808,-0.27176539,-0.762694355,-0.145107409,0.492127619,0.250499096,0.49328106,-0.328040602,0.53449427,0.093506125,1.275202426,-0.458642135,0.158357207,-0.647131719,-0.034523486,-1.303058404,-0.539107382,-1.30896791,1.186582428,1.935802751,0.73681797,-1.497058015,-3.609213731,-0.364085141,2.540709275,-5.499590518,-8.592700468,7.874865597,4.727766317,-10.12664545,-0.721662253,11.00007385,-4.030120016,-0.018633373,-2.455100471,11.1279331,-0.429352998,0.398398241,-0.022866895,0.120852951,-0.133346757,0.184926618,-0.076767209,0.051462886,-0.140044751,-0.028237342,0.910867712,1.386131888,1.470403371,0.840099503,0.908355792,0.805629829,0.569761206,0.704279422,0.528054059,-0.207666938,0.219653394,0.386350781,0.448258623,0.042803038,0.081113491,0.205042899,-0.3487836,-1.554235311,6.297344532,-0.58227451,1.754561963,-4.001941778,-3.10329388,-2.535774432,3.327064965,-1.945080944,-2.604660941,-1.00222839,-1.107558192,-1.827589747,3.367389793,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,1.49210994,-0.333612355,-0.506493002,-0.038313365,-0.491002648,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,-0.416296853,2.048297648,-0.328789614,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.09140878,0.865871363,2.083724045,-0.202718943,0.500407533,-0.057613996,-0.06896713,0.868493662,-0.990579328,-0.222619879,0.508721711,0.0139541,-0.08999293,0.880920084,-1.233667545,-0.200927076,0.482430614,-0.006662951,-0.072464598,0.884334063,0.934975457,-0.189886213,0.458158882,-0.098770149,-0.086175802,0.88276168,0.832298317,-0.189905554,0.417107616,-0.145318308,-0.085448151,0.87944046,0.567094782,-0.189317879,0.405125564,-0.080637249,1.012849487,1.640338134,0.288889064,-0.807111648,-0.975804688,-1.150273493,0.151308825,0.339214184,0.273431385,-1.073046249,-1.550631611,-1.565508372,-0.15473757,-0.347127526,0.087455092,-0.173327916,1.23197897,1.730529807,-0.188502033,-0.766356261,-2.96956958,-2.277235168,-0.447275295,-0.358906162,-0.431763577,-2.225302287,-4.263620991,-3.310329438,-4.253925453,-2.266542349,0.812896519,1.490807054,-0.205247553,0.173082274,0.055989786,0.090550111,-0.097683441,0.08466192,0.029887985,0.014454293,-0.139223935,-0.100823674,0.034016524,0.718941132,1.016723525,0.982048297,1.24779847,1.487974222,1.469391426,1.566867937,1.589138151,1.182622024,1.398429472,1.644290298,0.548571718,0.279046344,0.209273798,0.006133354,-1.274773857,-1.418863338,3.176286104,-0.791868754,-0.199715341,-1.998476208,-2.405871041,-2.097138569,3.263075958,-1.917826647,-2.580166786,-0.193246204,-1.236435318,-1.549343259,1.573259854,0
-3.50E-09,-0.081612643,-0.049652625,0.40188386,-0.168303015,-0.664604194,0.613975667,0.562990536,-0.038313365,-0.491002648,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,-0.416296853,-0.476728686,1.807058623,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.167967555,-0.923070021,-0.494160636,-0.279458932,-0.6913842,-0.309171177,-0.149252485,-0.929319523,-0.352664828,-0.351259763,-0.632132105,-0.229832236,-0.144782744,-0.927260221,-0.06835366,-0.370942294,-0.58216377,-0.238795784,-0.17463295,-0.895584176,0.463962147,-0.267692746,-0.748663063,-0.349162891,-0.164790505,-0.89332509,0.901085516,-0.272340964,-0.755652594,-0.3698352,-0.164571956,-0.893458368,1.076104303,-0.27176539,-0.750554855,-0.370752968,0.017586825,0.685816105,0.39016994,-0.402380942,-1.078169986,-0.826503854,1.393015674,1.542876567,1.429068778,-0.657460798,-1.89500663,-2.73964705,-1.118007872,-0.600621073,1.3593099,2.186894707,0.269285513,-0.215601997,-0.231931212,-6.27497876,-3.445219127,3.126716833,4.229401705,3.578302371,0.598261581,-3.085125763,-0.229150364,0.443502226,-2.412644064,-4.414470936,-0.690596797,3.107098863,-0.307068606,0.124746311,0.092647299,0.094424542,-0.125795611,0.116138689,-0.021258926,-0.006288012,-0.031038176,-0.038147043,-0.195801991,0.412567387,0.656791308,0.707118412,0.528193956,0.291354764,0.413191096,0.365776104,0.137618451,-0.375675893,0.89053655,1.121340726,-0.423548668,-0.531885882,-0.219653697,-0.35784948,-1.264477473,-1.888888893,3.976760985,-0.53810714,1.499656228,-2.483170334,-2.275670217,-2.132402906,1.400527713,-0.082812529,-0.960460934,-0.624404199,0.157253778,-2.028708462,2.329529549,0
-3.50E-09,-0.081612643,-0.049652625,-0.25240994,-0.168303015,-0.664604194,-0.491775275,2.168074459,-0.038313365,-0.491002648,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,1.81513508,-0.416296853,-0.476728686,-0.634083763,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.116928372,-0.881052443,-0.367329485,-0.279458932,-0.59813332,-0.246281882,-0.095728915,-0.90773655,0.026727644,-0.351259763,-0.520283692,-0.148570124,-0.08999293,-0.923991331,-0.756316496,-0.370942294,-0.460784838,-0.155891201,-0.123548774,-0.86040937,-0.227082894,-0.267692746,-0.638337923,-0.286564706,-0.112380703,-0.853008568,1.208529791,-0.272340964,-0.665999438,-0.289650596,-0.111822752,-0.847273508,2.098515975,-0.27176539,-0.675289954,-0.274047728,0.731927216,1.12930025,0.3360718,-0.679494392,-0.16923362,-0.234754931,1.303526527,0.021577802,0.092359129,-1.363221997,-1.033111717,-1.291660551,0.512833457,0.083935907,0.94733457,0.240840635,0.856470978,-0.310425977,-5.222230729,-0.048951566,3.047842867,0.264965567,-4.021487395,0.249893158,-0.808448403,-0.439813872,-5.724023587,0.141060785,0.000421962,1.153300765,-1.477269056,-2.120629294,-0.593552625,0.26201463,0.12357828,0.041413783,-0.119267341,0.118526656,-0.030855485,0.069646064,-0.051746661,-0.031032544,0.832365575,1.384202386,1.119573839,1.230641058,1.055111825,1.162246716,1.012948873,1.095179582,1.08872086,0.454194337,0.581381326,1.310063195,0.633921765,0.125986374,0.066607699,-0.080766514,-0.434539581,-1.448951221,3.597475209,-0.303618561,3.114059219,-1.230966899,-2.346800229,-1.935376539,3.381848712,-1.972404171,-2.628740439,-0.850670479,-1.935013342,-1.690363341,2.581835834,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,2.355946116,-0.020956487,-0.021717592,-0.122872066,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,-0.416296853,0.244758532,-0.634083763,-0.021605866,1.742433372,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.116928372,-0.696887679,1.34937722,-0.241088938,-0.523077734,-0.214837234,-0.095728915,-0.724281276,0.59713952,-0.286939821,-0.448203603,-0.148570124,-0.117387837,-0.732458607,0.449609558,-0.370942294,-0.407681555,-0.155891201,-0.123548774,-0.684291913,-0.773022108,-0.22878948,-0.525761249,-0.286564706,-0.112380703,-0.689822647,-0.456443679,-0.231123259,-0.515769824,-0.273613675,-0.111822752,-0.690724826,-0.631691743,-0.230541634,-0.500481151,-0.290165268,0.362557506,1.217735853,0.15310096,-1.222416101,-2.250428832,-1.881448736,0.301001792,1.29171841,1.99359963,1.19119495,0.537392536,-0.503161924,-0.002157104,-0.135636718,-0.477473132,-1.528167718,0.383136478,-0.071585104,0.263680773,-0.395501145,0.358097629,0.318002949,-0.164367155,1.0123651,-0.123155549,-0.233402038,0.348370479,0.25609763,-0.256801796,-0.242528161,-0.176858008,0.216353257,-0.006661268,-0.109384374,-0.083594018,0.155762677,0.021808005,0.008906288,0.034489529,0.043758235,-0.064384175,-0.025384543,0.623956733,0.338646573,-0.067988074,-0.260475299,-0.091707221,-0.045076983,-0.26033244,-0.093779749,0.256062215,1.600541073,1.913988217,1.470868411,-0.103011536,-0.358688174,-0.162318822,-0.310741243,-0.672882792,-0.711445073,-0.226903393,-0.848081769,-0.28468392,0.745334966,-0.896972954,-0.394146417,-0.63530877,1.8336267,0.804044326,0.507365922,-1.370973487,-0.670161829,0.35240903,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,1.564277128,-0.407584247,-0.50653579,-0.038313365,-0.490959351,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,-0.416296853,-0.476728686,1.807058623,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.116928372,-0.270937553,0.667369014,-0.241088938,-0.320655092,-0.246281882,-0.1224907,-0.280496541,0.726852093,-0.286939821,-0.321442068,-0.164822546,-0.117387837,-0.288858162,0.092988514,-0.285934685,-0.33434845,-0.189053034,-0.123548774,-0.265480462,-0.385770302,-0.22878948,-0.34563857,-0.317863798,-0.138585604,-0.270818796,-0.345476531,-0.231123259,-0.353424919,-0.305687517,-0.138197354,-0.273621556,-0.560445409,-0.230541634,-0.345095548,-0.322400348,1.144259107,1.285791744,-0.985877945,-1.5761198,-1.531667261,-1.076237924,1.342452186,0.916421113,0.641989207,-0.246190831,-0.3392703,-0.384948311,0.597063188,0.448230824,0.073839013,-0.516967034,1.172147108,-1.583166574,2.016625442,-2.003697683,2.722776761,-1.60958534,2.57312745,-1.247900028,1.300720873,-0.946238204,-0.600580409,-0.416843928,-1.22326289,0.105558482,-1.86308466,0.028625272,0.187797547,-0.181701116,-0.252074037,-0.036587123,0.200715694,0.214049248,0.023842997,-0.055499729,-0.084092669,0.032989925,1.03392759,0.448510894,-0.142915963,-0.346693532,-0.088714998,-0.014353263,-0.016625641,0.500362542,0.846910862,0.942763076,1.765874625,2.221399801,1.338140346,0.68062969,0.795442015,0.044782527,-0.585659672,-0.466857572,1.811773753,-0.744489212,1.499656228,-0.596971909,-0.957456695,-0.948828927,-0.743722072,0.07943832,0.867687815,-0.631202161,1.174540746,-0.774416189,0.842090954,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,-0.456535795,-0.020956487,-0.021717592,3.346786145,-0.034219469,5.012146224,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,0.349907725,0.244741216,-0.634069116,-0.021605866,1.018966436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.142447963,-1.112517698,-0.342461718,-0.279458932,-0.79828155,-0.3248935,-0.149252485,-1.140662909,1.271262647,-0.351259763,-0.704212194,-0.229832236,-0.144782744,-1.150876493,1.282645382,-0.455949903,-0.65043942,-0.238795784,-0.149090862,-1.097017757,-1.103726061,-0.267692746,-0.827466735,-0.380461984,-0.138585604,-1.104506871,-1.181708795,-0.272340964,-0.80411376,-0.35379828,-0.164571956,-1.106628489,-1.136415769,-0.27176539,-0.806396556,-0.370752968,0.740413923,1.314479294,-0.949562029,-2.677715909,-2.088135669,0.492218289,3.134992671,1.140216171,-0.523432775,-1.49029617,-0.346606419,0.766573667,0.810596537,-1.721627501,-1.845081181,0.945820973,0.776114583,0.226795544,0.829393496,0.469618282,-0.062815332,-0.897767461,-1.424999194,-0.639746437,-0.247853877,0.046192983,0.299941572,-0.593621464,-0.590569958,-1.464883238,-0.643179822,-0.207841401,0.216046991,-0.08570312,-0.159776319,-0.034322488,0.077278434,0.084015279,-0.01737068,-0.023220399,-0.025362928,0.077103316,-0.052598111,0.047721887,-0.237466033,-0.372213123,-0.230957763,-0.247565543,-0.279247729,-0.055072523,0.248995679,0.191529607,1.538808002,2.49275,2.195927043,-0.071666181,-0.03918306,-0.262125932,-0.869507397,-0.730967353,0.077236187,-0.848081769,-0.28468392,0.321961441,-0.536231429,-0.282847114,-0.601322323,-0.140242564,0.618591336,0.229993752,1.343094795,-0.851189223,0.260805549,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,-0.664604194,-0.588302531,2.27706752,-0.038313365,-0.491002648,-0.020956487,-0.021717592,-0.21126779,-0.034219469,-0.118193278,-0.020960345,-0.045638228,-0.04607408,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604841711,-0.416296853,-0.457617933,1.790817703,-0.021605866,-0.427967436,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.040369596,-0.519971561,-0.107297933,-0.279458932,-0.261520388,-0.104780968,-0.042205345,-0.531125789,0.21415559,-0.351259763,-0.192195013,-0.05105559,-0.035203117,-0.536930572,0.86320923,-0.370942294,-0.175038602,-0.056405701,-0.04692251,-0.50610535,-0.554505052,-0.267692746,-0.273589499,-0.161368335,-0.0599709,-0.511758009,-0.467074145,-0.272340964,-0.268617879,-0.161355229,-0.059073548,-0.515822161,-0.717508755,-0.27176539,-0.233412147,-0.177342488,0.429979747,1.371101892,0.647866234,-0.816330655,-1.77771149,-1.953355789,0.513638739,1.314202236,2.330181322,0.730548554,-0.457370817,-1.744190001,-0.449581259,-0.825245999,-0.471081284,-1.093143642,0.424446555,-0.055196414,-0.234668115,-0.12445516,0.464370543,1.600046131,0.823561179,-0.669049392,-0.709920198,-0.198113989,0.440988775,0.208162128,-0.573184385,-2.026787275,0.279288954,0.18956598,-0.07807553,-0.008628186,-0.062172813,0.107882208,-0.056573617,0.078849572,0.015174401,0.017393991,-0.071627428,0.05759522,0.465519047,0.863484354,0.810182841,0.561094534,0.67007516,0.73174508,0.549453381,0.394465905,0.543544615,1.206280359,1.956323343,1.352030833,-0.403860448,-0.411151588,-0.21431942,-0.320926151,-0.624121438,-0.405063149,1.388572766,-0.701124886,1.41468765,0.101279158,-1.19220549,-0.857177933,-0.461601492,1.212518341,0.613370494,0.276551064,0.05307359,-0.736761577,0.804223373,0
-3.50E-09,-0.081612643,-0.049652625,-0.252415174,-0.168303015,-0.664604194,-0.649364711,-0.50653579,-0.038313365,-0.491002648,-0.020956487,-0.021717592,-0.211170851,-0.034219469,10.22533338,-0.020960345,3.836030543,0.317062024,-0.020957118,-0.021600804,-0.149257253,-0.125665759,-0.066085454,-0.604916733,-0.414801222,-0.476728686,-0.634083763,-0.021605866,2.4644881,-0.021569177,-0.020956487,-0.069839466,-0.040886338,-0.142447963,-1.206872961,-0.322246272,-0.279458932,-0.807379197,-0.293448853,-0.1224907,-1.234876225,1.583887588,-0.351259763,-0.716639796,-0.213579813,-0.117387837,-1.246279645,1.528580028,-0.455949903,-0.645381964,-0.205633951,-0.149090862,-1.190492676,-1.603316233,-0.267692746,-0.829718269,-0.349162891,-0.138585604,-1.195099055,-1.499130788,-0.272340964,-0.816229051,-0.337761359,-0.138197354,-1.197918564,-1.424508087,-0.27176539,-0.801540756,-0.306282808,0.769360536,1.052688962,-0.283127774,-2.245930461,-1.807510862,0.090487202,2.282916253,2.23454378,0.74752763,-0.538685898,-0.723792644,-1.064007921,0.63547809,0.138594433,-2.023358198,-2.038667404,0.821069944,-0.294263074,-0.780301951,0.399882677,0.761483703,0.029449411,0.396604329,0.175383847,-0.01022791,0.206194675,-0.885374371,0.037133565,-0.132433963,-1.19889766,-0.444654421,0.008351126,0.02830027,-0.164109275,-0.061676249,0.123579929,-0.001240727,0.046273098,0.076779652,0.012672148,-0.106741604,0.036585267,0.388679056,0.62521684,0.484567498,0.179344598,0.284664468,0.238011962,-0.02193791,-0.143776042,-0.033576938,0.234830306,1.72854454,2.384166336,1.182790608,-0.050883509,-0.101301576,0.10623228,-1.103658897,-1.106563827,-0.209271876,-0.844066554,-0.199715341,0.240014516,-0.133274468,-0.016982811,-0.424165515,-0.288667906,0.319878043,0.112845485,1.111361881,-1.102633691,-0.038817182,0
