file,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,label
LEEC18__0__20161216_063100_aa_c1_v0.png,0.09851319,0,1.3577209,0.8303902,0,0.62763834,1.142112,0.100733526,0,0,0.03410604,0,0.99871886,0.608754,0.22561882,0,0.0025385786,0,0,0,0,0.18108262,0.2643599,1.4351832,0,0.19163716,0.6909409,0.35340804,1.0488868,0.9314623,0.25258827,0.16418174,1.8653672,0.23514381,0,0,0.79154885,0,0,1.2128402,0,0.28326002,0.2778363,0,0.67713517,0,0,0.66466206,0.78126425,0,0,0,0.84110254,0,0.7212106,1.2505867,0.22895736,0,0,0,0.03872279,0.5470746,0,0.8788211,0.16347677,0.60033435,0,0.36054116,0,0.59863436,0,0.13177174,0,0.19266804,0,0.8442483,1.13278,0.7192195,0,0.6572472,0,0,0.49328345,0.6036544,0.49383664,0,0,0,1.0183954,1.4165463,0.8794905,0,0,0,0,0,0.28013694,0.16684689,0,0,1.1142921,0,0,0,0.66157466,1.5822248,0.03847776,0.34704846,1.3981274,0,0.91040003,0.7685739,0,0,0.43599594,0,0.06878775,0.22098441,0,0,0,0,0,0,0.29161653,0.52383703,0.95527506,0,basi_culi
LEEC18__0__20161216_063100_aa_c1_v1.png,0.09851555,0,1.3577459,0.8303797,0,0.62763506,1.142101,0.1007252,0,0,0.034067236,0,0.99876535,0.6087471,0.225644,0,0.002551334,0,0,0,0,0.18106706,0.26435232,1.4351912,0,0.19161004,0.69088644,0.35345146,1.0489203,0.93144447,0.25260597,0.16421118,1.8654169,0.23516864,0,0,0.7915393,0,0,1.2128384,0,0.2832359,0.2778639,0,0.6771658,0,0,0.664719,0.7812793,0,0,0,0.8410951,0,0.7211928,1.2506144,0.22892022,0,0,0,0.03868235,0.5470844,0,0.87884134,0.16351129,0.6003438,0,0.36056578,0,0.5986621,0,0.13179046,0,0.19266321,0,0.8442312,1.132741,0.71923685,0,0.6572954,0,0,0.49325112,0.60363966,0.49384403,0,0,0,1.0183,1.4166006,0.8794477,0,0,0,0,0,0.28017485,0.16685383,0,0,1.1143237,0,0,0,0.6615439,1.5822642,0.038469326,0.34708482,1.3981379,0,0.91041034,0.7685166,0,0,0.4360023,0,0.0687997,0.2210121,0,0,0,0,0,0,0.29157785,0.52377623,0.9552593,0,basi_culi
LEEC18__0__20161216_063100_aa_c2_v0.png,0.52267605,0,1.3212218,0.925891,0,0.07009233,1.4660977,0.47317252,0,0,0.2955088,0,0.96058327,0.09739772,0.40275982,0,0,0,0,0,0,0.66256565,0.26291946,1.1692008,0,0.6844927,0.3135186,0.6389225,1.2460998,1.3861009,0.12545817,0.61604774,2.1530168,0.8543098,0,0,0.1389056,0,0,0.47483894,0,0.3823319,0.88981134,0,0.55152684,0,0,0.9161228,0.46208137,0,0.5801388,0,0.60184515,0.3577385,1.3577495,1.1162298,0.31654146,0,0,0,0.25858304,0.014456301,0,0.89553547,0.5539233,0.30478173,0,0.52293915,0,0.9768247,0.17751358,0.6662208,0,0.17860872,0.2767326,0.64820147,0.8874678,0.76723874,0,1.3342853,0,0,0.07294848,0.36470714,0.068370946,0,0,0,0.473558,1.8436446,0.45084214,0,0,0,0,0,0.3411528,1.0976365,0,0,1.1642787,0,0,0,0.120643504,1.3618629,0.488709,0.5692034,1.0789076,0,0.60619664,0.4988289,0,0,0.519464,0,0.3077586,0.32288045,0.06755215,0,0,0,0,0,0,0.47286934,0.44202912,0,cycl_guja
LEEC18__0__20161216_063100_aa_c2_v1.png,0.52269435,0,1.3212225,0.9258965,0,0.07013381,1.4660668,0.47319356,0,0,0.29556304,0,0.9605388,0.09737805,0.40276635,0,0,0,0,0,0,0.6625085,0.26293647,1.16917,0,0.68450093,0.31351778,0.638877,1.2460397,1.3860399,0.12547179,0.61606246,2.1529868,0.8542925,0,0,0.1389109,0,0,0.47484455,0,0.38239422,0.88974196,0,0.5515464,0,0,0.9160577,0.46209306,0,0.5801206,0,0.6018508,0.35774583,1.357768,1.1162356,0.31660992,0,0,0,0.2585842,0.014517128,0,0.8955197,0.55389476,0.30477458,0,0.522986,0,0.97681105,0.17754798,0.6662113,0,0.17860895,0.2768002,0.648239,0.88750976,0.7672119,0,1.3342793,0,0,0.07295918,0.3647408,0.068396635,0,0,0,0.4736129,1.8436112,0.45083034,0,0,0,0,0,0.34115797,1.0976039,0,0,1.1642258,0,0,0,0.12069514,1.361796,0.48870036,0.5691935,1.0789016,0,0.6062041,0.4988449,0,0,0.5194882,0,0.3077181,0.3228327,0.06755844,0,0,0,0,0,0,0.4728792,0.4420281,0,cycl_guja
LEEC18__0__20161216_063100_aa_c3_v0.png,0.016391583,0,1.5350387,1.0996037,0,0.035300326,1.5150695,0,0,0,0,0,1.5472149,0.619765,0.22390465,0,0,0,0,0,0,0.6179224,0,1.5419357,0,0.18195283,0.5527454,0.64548075,1.5058366,1.7545108,0.06990389,0.21954498,2.4608982,0.39162132,0,0,0.46572253,0,0,0.9446077,0,0,0.8327522,0,0.5075071,0,0,1.3074614,0.67537814,0,0.33888885,0,0.6455388,0.13683815,1.022975,1.3139495,0,0,0,0,0.17073987,0,0,1.0453932,0.43338922,0.51728517,0.098297454,0.22254147,0,0.73436487,0,0.33865023,0,0.20313418,0,0.6998393,0.48388052,0.80168384,0,1.207849,0,0,0.1882988,0.43964902,0.17830765,0,0,0,0.60262936,2.0900872,0.7215589,0,0,0,0,0,0.20777358,0.7619902,0,0,1.7492629,0,0,0.18682264,0,1.9802796,0.13669457,0.7469904,1.4210383,0,0.8107438,0.5339117,0,0,0.32868645,0,0.36449215,0.53027123,0,0,0,0,0,0,0,0.4022327,0.88482964,0,myio_leuc
LEEC18__0__20161216_063100_aa_c3_v1.png,0.016386844,0,1.5350311,1.0995939,0,0.035317015,1.5150616,0,0,0,0,0,1.5471922,0.6197585,0.22390018,0,0,0,0,0,0,0.6179226,0,1.5419277,0,0.18195969,0.55275923,0.6454672,1.5058178,1.7545,0.069916226,0.2195493,2.460889,0.39160743,0,0,0.4657226,0,0,0.94462305,0,0,0.8327392,0,0.50751156,0,0,1.3074517,0.6753699,0,0.33888286,0,0.64555895,0.13684182,1.0229801,1.3139465,0,0,0,0,0.17073457,0,0,1.0453901,0.43338695,0.5172779,0.098282434,0.22255637,0,0.734375,0,0.3386529,0,0.20314538,0,0.69983333,0.4839078,0.8016707,0,1.2078332,0,0,0.18829797,0.43966338,0.17831182,0,0,0,0.6026444,2.0900822,0.7215709,0,0,0,0,0,0.20777221,0.7619855,0,0,1.7492609,0,0,0.1868125,0,1.9802635,0.13670035,0.7469766,1.4210427,0,0.8107482,0.5339284,0,0,0.32869998,0,0.3644875,0.5302653,0,0,0,0,0,0,0,0.40224352,0.8848324,0,myio_leuc
LEEC18__0__20161217_081400_aa_c0_v0.png,0.3602484,0,0.6888055,0.18106642,0,1.0058677,0.8675507,0.4414359,0,0,0.9474168,0,0,0.14676651,0.2544952,0,0.40516588,0.07842134,0.16184692,0,0,0.4651949,0.9739484,0.42492464,0,0.7305571,1.2831823,0,0,0.1712849,0.5038276,0.21303006,0.49137214,0.47325346,0,0,0.31268927,0.15751877,0,0.7177908,0,1.0568472,0.009021548,0,0.44574755,0,0,0,0.26591918,0,0.27939478,0,1.0493305,0.12860218,1.0051322,0.57208157,1.0741144,0,0,0.45143092,0.34459776,0.5505746,0,0.21244572,0,0.22348168,0,0.7924972,0,0.7097393,0.35862994,0.48239934,0,0.15158033,1.1612976,0.7500089,1.6870464,0.06528536,0,0,0,0,0.50436044,0.6935456,0.0713358,0,0,0.6556005,1.5625838,0.55262583,0.81330276,0,0.69870454,0,0,0,0,0.30119115,0,0,0.33578312,0,0,0,1.4110242,0,0.67015254,0,0.7423674,0,0.42911592,1.0893654,0,1.0647188,0.92462575,0,0.068706736,0,0.6648637,0.32526585,0,0,0,0,0.6045199,1.0687547,0.30276865,0,zono_cape
LEEC18__0__20161217_081400_aa_c0_v1.png,0.36024913,0,0.6888049,0.18106705,0,1.0058662,0.86755127,0.44143692,0,0,0.9474171,0,0,0.14676568,0.25449473,0,0.40516546,0.078420445,0.16184615,0,0,0.46519527,0.97394985,0.42492315,0,0.7305591,1.2831823,0,0,0.1712852,0.5038272,0.21302885,0.491372,0.47325394,0,0,0.31268924,0.1575194,0,0.71778923,0,1.0568482,0.009020952,0,0.44574782,0,0,0,0.2659184,0,0.27939457,0,1.0493306,0.12860338,1.0051329,0.57208127,1.0741146,0,0,0.45143044,0.3445983,0.5505752,0,0.2124451,0,0.22348124,0,0.7924982,0,0.7097391,0.35862917,0.48240086,0,0.1515798,1.1612985,0.7500098,1.6870474,0.06528417,0,0,0,0,0.5043595,0.6935446,0.07133473,0,0,0.6556008,1.5625834,0.5526252,0.8133037,0,0.6987064,0,0,0,0,0.3011907,0,0,0.33578238,0,0,0,1.4110254,0,0.67015177,0,0.742367,0,0.42911658,1.0893657,0,1.0647188,0.92462635,0,0.0687065,0,0.6648641,0.32526645,0,0,0,0,0.6045184,1.0687556,0.30276927,0,zono_cape
LEEC18__0__20161218_055900_aa_c0_v0.png,0.82291836,0,1.0197719,1.1821584,0,0.7507462,1.3741366,0.60799867,0,0,0.9741589,0,0.74465215,0,0.3196468,0,0.12732483,0,0.24210684,0,0,0.14574285,0.44994116,0.50088644,0,0.7250917,0.6755145,0,0.5492873,0.7260032,0.47574115,0.477377,1.3784178,0.25894335,0,0,0,0,0,0.49675903,0,1.5094953,0,0,0.54292196,0,0,0,0.8363256,0,0.5082404,0,0.33675405,0.13561793,1.6922337,1.0118992,1.3493677,0,0,0.1886509,0.3141837,0.45710132,0,0.34322816,0,0.1441409,0,1.0260904,0,0.08537792,0.3322758,0.4005379,0,0.1984134,1.2231306,1.1470559,1.0383419,0.42188394,0,1.1803185,0,0,0.39111593,1.025996,0.08744461,0,0,0,1.1772023,1.2755132,0.36011392,0,0.05275368,0,0,0,0.057086457,0.5088821,0,0,0.4486392,0,0,0,0.36320043,0.22617987,0.23999296,0.059842195,0.7116797,0,0.6891476,0.845908,0,0.60376024,0.94923645,0,0.004186524,0,0.12057853,0,0,0,0,0,0,0.5222923,0.5664992,0,vire_chiv
LEEC18__0__20161219_050100_aa_c0_v0.png,0.21866861,0,2.1019797,1.7783147,0,0.3983882,1.8697659,0,0,0,0,0,1.8681679,1.122022,0.16637076,0,0,0,0,0,0,0.036241014,0.27542418,1.5386534,0,0,1.1133002,0,1.3237915,1.7994967,0,0,2.4029324,0,0,0,1.26407,0,0,1.3369411,0,0.53800994,0.10230383,0,0.23896804,0,0,0.7408645,1.2926626,0,0,0,0.39616424,0,0.97697276,1.5707248,0.2841753,0,0,0,0.55418825,0.37724382,0,0.85208535,0,0.4721446,0,0.05751404,0,0,0,0,0,0,0,1.4660571,0.42695397,0.99789137,0,0.9510679,0,0,0.9442059,0.8936903,0.30550933,0,0,0,1.6918228,1.7747762,0.94793105,0,0,0,0,0,0.050519038,0.11716406,0,0,1.5537754,0,0,0.22382106,0.13164587,1.9362537,0,0.7334802,1.5528835,0,1.0491695,0.7989724,0,0,0.30075487,0,0,0.21814172,0,0,0,0,0,0,0.25748852,0.9202585,1.5879431,0,myio_leuc
LEEC18__0__20161219_050100_aa_c0_v1.png,0.21863084,0,2.1019864,1.7783198,0,0.39839667,1.8697691,0,0,0,0,0,1.868223,1.1220177,0.16640006,0,0,0,0,0,0,0.036213,0.27540225,1.5386457,0,0,1.1132756,0,1.3237914,1.7995106,0,0,2.402958,0,0,0,1.2640202,0,0,1.3369479,0,0.538004,0.10226706,0,0.23899475,0,0,0.74089545,1.2927034,0,0,0,0.39617443,0,0.9769937,1.5707561,0.28418335,0,0,0,0.5541642,0.37726486,0,0.8520828,0,0.47214472,0,0.05755952,0,0,0,0,0,0,0,1.4660662,0.42688638,0.99784654,0,0.95111513,0,0,0.9441798,0.8937241,0.3055175,0,0,0,1.6917907,1.7748232,0.9479259,0,0,0,0,0,0.050524373,0.117148,0,0,1.5538211,0,0,0.22384162,0.1315898,1.9362543,0,0.73349535,1.5528737,0,1.0491834,0.79895645,0,0,0.30077255,0,0,0.21815349,0,0,0,0,0,0,0.25741807,0.92020696,1.5879409,0,myio_leuc
LEEC18__0__20161219_050100_aa_c1_v0.png,0.19907662,0,2.1053376,1.4435664,0,0.6812297,1.4915774,0,0,0,0.063943855,0,1.8368177,0.76609784,0.46690875,0,0.06099774,0,0,0,0,0,0.26949325,1.331416,0,0,0.59033304,0.019933725,1.1677587,1.0668262,0.34181118,0,2.438684,0,0,0,0.8277415,0,0,1.3147624,0,0.7164164,0,0,0.6383242,0,0,0.84567326,1.35306,0,0,0,0.48092106,0,1.0122572,1.870505,0.45992917,0,0,0,0,0.88807595,0,0.8980305,0,0.5995947,0,0.6185723,0,0.138447,0.24889778,0,0,0,0,1.4001034,0.5113628,0.93166435,0,1.1511759,0,0,0.6743447,0.95851934,0.5261706,0,0,0,1.0930701,1.9715581,0.7050038,0,0,0,0,0,0.4395172,0,0,0,1.5064883,0,0.15376452,0,0.27648595,1.7175691,0,0.8045255,1.5663544,0,1.2047732,0.50314754,0,0.056223348,0.66997546,0,0,0.17733477,0,0,0,0,0,0,0,0.49214518,1.4125803,0,myio_leuc
LEEC18__0__20161219_050100_aa_c1_v1.png,0.19903377,0,2.1053617,1.4436315,0,0.6812321,1.4916203,0,0,0,0.0638779,0,1.836928,0.76615816,0.4669394,0,0.060936227,0,0,0,0,0,0.2694623,1.3314152,0,0,0.5903346,0.019901032,1.1677965,1.0669106,0.3417916,0,2.4387186,0,0,0,0.8277497,0,0,1.314765,0,0.71634537,0,0,0.63833344,0,0,0.84575564,1.353094,0,0,0,0.48089078,0,1.0122347,1.8704675,0.4598839,0,0,0,0,0.8880639,0,0.8980234,0,0.5995913,0,0.61857015,0,0.1383368,0.2488998,0,0,0,0,1.400164,0.5112196,0.9315988,0,1.1512536,0,0,0.6743361,0.95858085,0.5261729,0,0,0,1.0930676,1.9716132,0.7050191,0,0,0,0,0,0.43946928,0,0,0,1.5065632,0,0.1537224,0,0.27636546,1.7176089,0,0.80455446,1.5662926,0,1.2047813,0.5031063,0,0.05615057,0.66992295,0,0,0.17738579,0,0,0,0,0,0,0,0.49209094,1.4126043,0,myio_leuc
